id,mode,oracle_tick,center,lower,upper,attacker_edge,offset,overlap_factor
5221,chaos,-520364,-525270,-525470,-525070,4906,-4906,0
5222,chaos,-520364,-515920,-516120,-515720,4444,4444,0
5223,chaos,-520364,-518040,-518240,-517840,2324,2324,0
5224,chaos,-520364,-521920,-522120,-521720,1556,-1556,0
5225,chaos,-520364,-521200,-521400,-521000,836,-836,0
5226,chaos,-520364,-515740,-515940,-515540,4624,4624,0
5227,chaos,-520364,-520680,-520880,-520480,316,-316,0.2
5228,chaos,-520364,-519250,-519450,-519050,1114,1114,0
5229,chaos,-520364,-523180,-523380,-522980,2816,-2816,0
5230,chaos,-520364,-522530,-522730,-522330,2166,-2166,0
5231,chaos,-520364,-517550,-517750,-517350,2814,2814,0
5232,chaos,-520364,-524800,-525000,-524600,4436,-4436,0
5233,chaos,-520364,-520520,-520720,-520320,156,-156,0.6
5234,chaos,-520364,-521330,-521530,-521130,966,-966,0
5235,chaos,-520364,-524560,-524760,-524360,4196,-4196,0
5236,chaos,-520364,-522940,-523140,-522740,2576,-2576,0
5237,chaos,-520364,-523760,-523960,-523560,3396,-3396,0
5238,chaos,-520364,-521950,-522150,-521750,1586,-1586,0
5239,chaos,-520364,-515400,-515600,-515200,4964,4964,0
5240,chaos,-520364,-524770,-524970,-524570,4406,-4406,0
5241,chaos,-520364,-516920,-517120,-516720,3444,3444,0
5242,chaos,-520364,-517150,-517350,-516950,3214,3214,0
5243,chaos,-520364,-520100,-520300,-519900,264,264,0.35
5244,chaos,-520364,-519530,-519730,-519330,834,834,0
5245,chaos,-520364,-516100,-516300,-515900,4264,4264,0
5246,chaos,-520364,-517570,-517770,-517370,2794,2794,0
5247,chaos,-520364,-516480,-516680,-516280,3884,3884,0
5248,chaos,-520364,-515720,-515920,-515520,4644,4644,0
5249,chaos,-520364,-523970,-524170,-523770,3606,-3606,0
5250,chaos,-520364,-520230,-520430,-520030,134,134,0.675
5251,chaos,-520364,-516010,-516210,-515810,4354,4354,0
5252,chaos,-520364,-516470,-516670,-516270,3894,3894,0
5253,chaos,-520364,-525110,-525310,-524910,4746,-4746,0
5254,chaos,-520364,-521800,-522000,-521600,1436,-1436,0
5255,chaos,-520364,-521810,-522010,-521610,1446,-1446,0
5256,chaos,-520364,-516460,-516660,-516260,3904,3904,0
5257,chaos,-520364,-518000,-518200,-517800,2364,2364,0
5258,chaos,-520364,-523430,-523630,-523230,3066,-3066,0
5259,chaos,-520364,-517460,-517660,-517260,2904,2904,0
5260,chaos,-520364,-522790,-522990,-522590,2426,-2426,0
5261,chaos,-520364,-515590,-515790,-515390,4774,4774,0
5262,chaos,-520364,-519420,-519620,-519220,944,944,0
5263,chaos,-520364,-518220,-518420,-518020,2144,2144,0
5264,chaos,-520364,-519460,-519660,-519260,904,904,0
5265,chaos,-520364,-522060,-522260,-521860,1696,-1696,0
5266,chaos,-520364,-519620,-519820,-519420,744,744,0
5267,chaos,-520364,-518040,-518240,-517840,2324,2324,0
5268,chaos,-520364,-519470,-519670,-519270,894,894,0
5269,chaos,-520364,-520130,-520330,-519930,234,234,0.425
5270,chaos,-520364,-515520,-515720,-515320,4844,4844,0
5271,chaos,-520364,-521620,-521820,-521420,1256,-1256,0
5272,chaos,-520364,-521130,-521330,-520930,766,-766,0
5273,chaos,-520364,-520600,-520800,-520400,236,-236,0.4
5274,chaos,-520364,-524780,-524980,-524580,4416,-4416,0
5275,chaos,-520364,-518630,-518830,-518430,1734,1734,0
5276,chaos,-520364,-522080,-522280,-521880,1716,-1716,0
5277,chaos,-520364,-517960,-518160,-517760,2404,2404,0
5278,chaos,-520364,-517730,-517930,-517530,2634,2634,0
5279,chaos,-520364,-519780,-519980,-519580,584,584,0
5280,chaos,-520364,-519670,-519870,-519470,694,694,0
5281,chaos,-520364,-519340,-519540,-519140,1024,1024,0
5282,chaos,-520364,-519030,-519230,-518830,1334,1334,0
5283,chaos,-520364,-520530,-520730,-520330,166,-166,0.575
5284,chaos,-520364,-515430,-515630,-515230,4934,4934,0
5285,chaos,-520364,-525030,-525230,-524830,4666,-4666,0
5286,chaos,-520364,-523350,-523550,-523150,2986,-2986,0
5287,chaos,-520364,-524450,-524650,-524250,4086,-4086,0
5288,chaos,-520364,-523310,-523510,-523110,2946,-2946,0
5289,chaos,-520364,-517980,-518180,-517780,2384,2384,0
5290,chaos,-520364,-521720,-521920,-521520,1356,-1356,0
5291,chaos,-520364,-523480,-523680,-523280,3116,-3116,0
5292,chaos,-520364,-523410,-523610,-523210,3046,-3046,0
5293,chaos,-520364,-520070,-520270,-519870,294,294,0.275
5294,chaos,-520364,-515930,-516130,-515730,4434,4434,0
5295,chaos,-520364,-516120,-516320,-515920,4244,4244,0
5296,chaos,-520364,-517960,-518160,-517760,2404,2404,0
5297,chaos,-520364,-523280,-523480,-523080,2916,-2916,0
5298,chaos,-520364,-524090,-524290,-523890,3726,-3726,0
5299,chaos,-520364,-520690,-520890,-520490,326,-326,0.175
5300,chaos,-520364,-517940,-518140,-517740,2424,2424,0
5301,chaos,-520364,-518030,-518230,-517830,2334,2334,0
5302,chaos,-520364,-523850,-524050,-523650,3486,-3486,0
5303,chaos,-520364,-518520,-518720,-518320,1844,1844,0
5304,chaos,-520364,-523340,-523540,-523140,2976,-2976,0
5305,chaos,-520364,-517610,-517810,-517410,2754,2754,0
5306,chaos,-520364,-525180,-525380,-524980,4816,-4816,0
5307,chaos,-520364,-520240,-520440,-520040,124,124,0.7
5308,chaos,-520364,-523600,-523800,-523400,3236,-3236,0
5309,chaos,-520364,-524220,-524420,-524020,3856,-3856,0
5310,chaos,-520364,-518030,-518230,-517830,2334,2334,0
5311,chaos,-520364,-524990,-525190,-524790,4626,-4626,0
5312,chaos,-520364,-525090,-525290,-524890,4726,-4726,0
5313,chaos,-520364,-524350,-524550,-524150,3986,-3986,0
5314,chaos,-520364,-523370,-523570,-523170,3006,-3006,0
5315,chaos,-520364,-516050,-516250,-515850,4314,4314,0
5316,chaos,-520364,-524880,-525080,-524680,4516,-4516,0
5317,chaos,-520364,-524050,-524250,-523850,3686,-3686,0
5318,chaos,-520364,-522140,-522340,-521940,1776,-1776,0
5319,chaos,-520364,-520040,-520240,-519840,324,324,0.2
5320,chaos,-520364,-519120,-519320,-518920,1244,1244,0
5321,chaos,-520364,-521990,-522190,-521790,1626,-1626,0
5322,chaos,-520364,-524280,-524480,-524080,3916,-3916,0
5323,chaos,-520364,-522420,-522620,-522220,2056,-2056,0
5324,chaos,-520364,-520890,-521090,-520690,526,-526,0
5325,chaos,-520364,-521870,-522070,-521670,1506,-1506,0
5326,chaos,-520364,-516520,-516720,-516320,3844,3844,0
5327,chaos,-520364,-521000,-521200,-520800,636,-636,0
5328,chaos,-520364,-521830,-522030,-521630,1466,-1466,0
5329,chaos,-520364,-523530,-523730,-523330,3166,-3166,0
5330,chaos,-520364,-516640,-516840,-516440,3724,3724,0
5331,chaos,-520364,-517190,-517390,-516990,3174,3174,0
5332,chaos,-520364,-522400,-522600,-522200,2036,-2036,0
5333,chaos,-520364,-519730,-519930,-519530,634,634,0
5334,chaos,-520364,-522670,-522870,-522470,2306,-2306,0
5335,chaos,-520364,-520700,-520900,-520500,336,-336,0.15
5336,chaos,-520364,-517790,-517990,-517590,2574,2574,0
5337,chaos,-520364,-524540,-524740,-524340,4176,-4176,0
5338,chaos,-520364,-518790,-518990,-518590,1574,1574,0
5339,chaos,-520364,-525140,-525340,-524940,4776,-4776,0
5340,chaos,-520364,-519470,-519670,-519270,894,894,0
5341,chaos,-520364,-525040,-525240,-524840,4676,-4676,0
5342,chaos,-520364,-517420,-517620,-517220,2944,2944,0
5343,chaos,-520364,-522000,-522200,-521800,1636,-1636,0
5344,chaos,-520364,-525340,-525540,-525140,4976,-4976,0
5345,chaos,-520364,-521850,-522050,-521650,1486,-1486,0
5346,chaos,-520364,-515910,-516110,-515710,4454,4454,0
5347,chaos,-520364,-525310,-525510,-525110,4946,-4946,0
5348,chaos,-520364,-518980,-519180,-518780,1384,1384,0
5349,chaos,-520364,-517050,-517250,-516850,3314,3314,0
5350,chaos,-520364,-520360,-520560,-520160,4,4,1
5351,chaos,-520364,-519020,-519220,-518820,1344,1344,0
5352,chaos,-520364,-520020,-520220,-519820,344,344,0.15
5353,chaos,-520364,-516810,-517010,-516610,3554,3554,0
5354,chaos,-520364,-521330,-521530,-521130,966,-966,0
5355,chaos,-520364,-517940,-518140,-517740,2424,2424,0
5356,chaos,-520364,-519150,-519350,-518950,1214,1214,0
5357,chaos,-520364,-524930,-525130,-524730,4566,-4566,0
5358,chaos,-520364,-518460,-518660,-518260,1904,1904,0
5359,chaos,-520364,-518470,-518670,-518270,1894,1894,0
5360,chaos,-520364,-517050,-517250,-516850,3314,3314,0
5361,chaos,-520364,-521560,-521760,-521360,1196,-1196,0
5362,chaos,-520364,-524320,-524520,-524120,3956,-3956,0
5363,chaos,-520364,-525010,-525210,-524810,4646,-4646,0
5364,chaos,-520364,-516200,-516400,-516000,4164,4164,0
5365,chaos,-520364,-524380,-524580,-524180,4016,-4016,0
5366,chaos,-520364,-515530,-515730,-515330,4834,4834,0
5367,chaos,-520364,-516780,-516980,-516580,3584,3584,0
5368,chaos,-520364,-515540,-515740,-515340,4824,4824,0
5369,chaos,-520364,-523060,-523260,-522860,2696,-2696,0
5370,chaos,-520364,-522610,-522810,-522410,2246,-2246,0
5371,chaos,-520364,-523960,-524160,-523760,3596,-3596,0
5372,chaos,-520364,-515540,-515740,-515340,4824,4824,0
5373,chaos,-520364,-524540,-524740,-524340,4176,-4176,0
5374,chaos,-520364,-524570,-524770,-524370,4206,-4206,0
5375,chaos,-520364,-522940,-523140,-522740,2576,-2576,0
5376,chaos,-520364,-517370,-517570,-517170,2994,2994,0
5377,chaos,-520364,-520530,-520730,-520330,166,-166,0.575
5378,chaos,-520364,-518410,-518610,-518210,1954,1954,0
5379,chaos,-520364,-515810,-516010,-515610,4554,4554,0
5380,chaos,-520364,-519250,-519450,-519050,1114,1114,0
5381,chaos,-520364,-521740,-521940,-521540,1376,-1376,0
5382,chaos,-520364,-523920,-524120,-523720,3556,-3556,0
5383,chaos,-520364,-518560,-518760,-518360,1804,1804,0
5384,chaos,-520364,-515850,-516050,-515650,4514,4514,0
5385,chaos,-520364,-519740,-519940,-519540,624,624,0
5386,chaos,-520364,-522490,-522690,-522290,2126,-2126,0
5387,chaos,-520364,-520800,-521000,-520600,436,-436,0
5388,chaos,-520364,-519070,-519270,-518870,1294,1294,0
5389,chaos,-520364,-520190,-520390,-519990,174,174,0.575
5390,chaos,-520364,-522200,-522400,-522000,1836,-1836,0
5391,chaos,-520364,-520520,-520720,-520320,156,-156,0.6
5392,chaos,-520364,-518900,-519100,-518700,1464,1464,0
5393,chaos,-520364,-520360,-520560,-520160,4,4,1
5394,chaos,-520364,-518260,-518460,-518060,2104,2104,0
5395,chaos,-520364,-517430,-517630,-517230,2934,2934,0
5396,chaos,-520364,-516150,-516350,-515950,4214,4214,0
5397,chaos,-520364,-518040,-518240,-517840,2324,2324,0
5398,chaos,-520364,-523380,-523580,-523180,3016,-3016,0
5399,chaos,-520364,-522860,-523060,-522660,2496,-2496,0
5400,chaos,-520364,-516220,-516420,-516020,4144,4144,0
5401,chaos,-520364,-516740,-516940,-516540,3624,3624,0
5402,chaos,-520364,-520550,-520750,-520350,186,-186,0.525
5403,chaos,-520364,-515750,-515950,-515550,4614,4614,0
5404,chaos,-520364,-518430,-518630,-518230,1934,1934,0
5405,chaos,-520364,-523560,-523760,-523360,3196,-3196,0
5406,chaos,-520364,-518400,-518600,-518200,1964,1964,0
5407,chaos,-520364,-516590,-516790,-516390,3774,3774,0
5408,chaos,-520364,-518880,-519080,-518680,1484,1484,0
5409,chaos,-520364,-522910,-523110,-522710,2546,-2546,0
5410,chaos,-520364,-522360,-522560,-522160,1996,-1996,0
5411,chaos,-520364,-522480,-522680,-522280,2116,-2116,0
5412,chaos,-520364,-516390,-516590,-516190,3974,3974,0
5413,chaos,-520364,-523880,-524080,-523680,3516,-3516,0
5414,chaos,-520364,-521880,-522080,-521680,1516,-1516,0
5415,chaos,-520364,-516440,-516640,-516240,3924,3924,0
5416,chaos,-520364,-523010,-523210,-522810,2646,-2646,0
5417,chaos,-520364,-525150,-525350,-524950,4786,-4786,0
5418,chaos,-520364,-517320,-517520,-517120,3044,3044,0
5419,chaos,-520364,-518460,-518660,-518260,1904,1904,0
5420,chaos,-520364,-522980,-523180,-522780,2616,-2616,0
5421,chaos,-520364,-518520,-518720,-518320,1844,1844,0
5422,chaos,-520364,-524790,-524990,-524590,4426,-4426,0
5423,chaos,-520364,-524270,-524470,-524070,3906,-3906,0
5424,chaos,-520364,-516540,-516740,-516340,3824,3824,0
5425,chaos,-520364,-519050,-519250,-518850,1314,1314,0
5426,chaos,-520364,-516770,-516970,-516570,3594,3594,0
5427,chaos,-520364,-515510,-515710,-515310,4854,4854,0
5428,chaos,-520364,-522080,-522280,-521880,1716,-1716,0
5429,chaos,-520364,-521940,-522140,-521740,1576,-1576,0
5430,chaos,-520364,-522970,-523170,-522770,2606,-2606,0
5431,chaos,-520364,-522550,-522750,-522350,2186,-2186,0
5432,chaos,-520364,-517880,-518080,-517680,2484,2484,0
5433,chaos,-520364,-522680,-522880,-522480,2316,-2316,0
5434,chaos,-520364,-517530,-517730,-517330,2834,2834,0
5435,chaos,-520364,-517990,-518190,-517790,2374,2374,0
5436,chaos,-520364,-522700,-522900,-522500,2336,-2336,0
5437,chaos,-520364,-516370,-516570,-516170,3994,3994,0
5438,chaos,-520364,-521870,-522070,-521670,1506,-1506,0
5439,chaos,-520364,-522540,-522740,-522340,2176,-2176,0
5440,chaos,-520364,-523010,-523210,-522810,2646,-2646,0
5441,chaos,-520364,-518480,-518680,-518280,1884,1884,0
5442,chaos,-520364,-517760,-517960,-517560,2604,2604,0
5443,chaos,-520364,-515650,-515850,-515450,4714,4714,0
5444,chaos,-520364,-522860,-523060,-522660,2496,-2496,0
5445,chaos,-520364,-520380,-520580,-520180,16,-16,0.95
5446,chaos,-520364,-519100,-519300,-518900,1264,1264,0
5447,chaos,-520364,-521630,-521830,-521430,1266,-1266,0
5448,chaos,-520364,-523480,-523680,-523280,3116,-3116,0
5449,chaos,-520364,-518880,-519080,-518680,1484,1484,0
5450,chaos,-520364,-521660,-521860,-521460,1296,-1296,0
5451,chaos,-520364,-515400,-515600,-515200,4964,4964,0
5452,chaos,-520364,-522850,-523050,-522650,2486,-2486,0
5453,chaos,-520364,-518890,-519090,-518690,1474,1474,0
5454,chaos,-520364,-520560,-520760,-520360,196,-196,0.5
5455,chaos,-520364,-517200,-517400,-517000,3164,3164,0
5456,chaos,-520364,-523810,-524010,-523610,3446,-3446,0
5457,chaos,-520364,-524660,-524860,-524460,4296,-4296,0
5458,chaos,-520364,-516280,-516480,-516080,4084,4084,0
5459,chaos,-520364,-522540,-522740,-522340,2176,-2176,0
5460,chaos,-520364,-520260,-520460,-520060,104,104,0.75
5461,chaos,-520364,-521740,-521940,-521540,1376,-1376,0
5462,chaos,-520364,-519440,-519640,-519240,924,924,0
5463,chaos,-520364,-517930,-518130,-517730,2434,2434,0
5464,chaos,-520364,-521410,-521610,-521210,1046,-1046,0
5465,chaos,-520364,-516430,-516630,-516230,3934,3934,0
5466,chaos,-520364,-515940,-516140,-515740,4424,4424,0
5467,chaos,-520364,-524190,-524390,-523990,3826,-3826,0
5468,chaos,-520364,-515530,-515730,-515330,4834,4834,0
5469,chaos,-520364,-516170,-516370,-515970,4194,4194,0
5470,chaos,-520364,-524890,-525090,-524690,4526,-4526,0
5471,chaos,-520364,-522070,-522270,-521870,1706,-1706,0
5472,chaos,-520364,-522010,-522210,-521810,1646,-1646,0
5473,chaos,-520364,-519950,-520150,-519750,414,414,0
5474,chaos,-520364,-525210,-525410,-525010,4846,-4846,0
5475,chaos,-520364,-521770,-521970,-521570,1406,-1406,0
5476,chaos,-520364,-519510,-519710,-519310,854,854,0
5477,chaos,-520364,-516770,-516970,-516570,3594,3594,0
5478,chaos,-520364,-524420,-524620,-524220,4056,-4056,0
5479,chaos,-520364,-519280,-519480,-519080,1084,1084,0
5480,chaos,-520364,-515980,-516180,-515780,4384,4384,0
5481,chaos,-520364,-523210,-523410,-523010,2846,-2846,0
5482,chaos,-520364,-521560,-521760,-521360,1196,-1196,0
5483,chaos,-520364,-522390,-522590,-522190,2026,-2026,0
5484,chaos,-520364,-524770,-524970,-524570,4406,-4406,0
5485,chaos,-520364,-523150,-523350,-522950,2786,-2786,0
5486,chaos,-520364,-522020,-522220,-521820,1656,-1656,0
5487,chaos,-520364,-524900,-525100,-524700,4536,-4536,0
5488,chaos,-520364,-515550,-515750,-515350,4814,4814,0
5489,chaos,-520364,-523300,-523500,-523100,2936,-2936,0
5490,chaos,-520364,-519730,-519930,-519530,634,634,0
5491,chaos,-520364,-519470,-519670,-519270,894,894,0
5492,chaos,-520364,-518020,-518220,-517820,2344,2344,0
5493,chaos,-520364,-520280,-520480,-520080,84,84,0.8
5494,chaos,-520364,-518150,-518350,-517950,2214,2214,0
5495,chaos,-520364,-522020,-522220,-521820,1656,-1656,0
5496,chaos,-520364,-518990,-519190,-518790,1374,1374,0
5497,chaos,-520364,-517300,-517500,-517100,3064,3064,0
5498,chaos,-520364,-524240,-524440,-524040,3876,-3876,0
5499,chaos,-520364,-516560,-516760,-516360,3804,3804,0
5500,chaos,-520364,-521300,-521500,-521100,936,-936,0
5501,chaos,-520364,-516140,-516340,-515940,4224,4224,0
5502,chaos,-520364,-519930,-520130,-519730,434,434,0
5503,chaos,-520364,-522790,-522990,-522590,2426,-2426,0
5504,chaos,-520364,-517110,-517310,-516910,3254,3254,0
5505,chaos,-520364,-519960,-520160,-519760,404,404,0
5506,chaos,-520364,-522390,-522590,-522190,2026,-2026,0
5507,chaos,-520364,-520610,-520810,-520410,246,-246,0.375
5508,chaos,-520364,-517420,-517620,-517220,2944,2944,0
5509,chaos,-520364,-516020,-516220,-515820,4344,4344,0
5510,chaos,-520364,-523880,-524080,-523680,3516,-3516,0
5511,chaos,-520364,-519410,-519610,-519210,954,954,0
5512,chaos,-520364,-516110,-516310,-515910,4254,4254,0
5513,chaos,-520364,-519940,-520140,-519740,424,424,0
5514,chaos,-520364,-520190,-520390,-519990,174,174,0.575
5515,chaos,-520364,-522160,-522360,-521960,1796,-1796,0
5516,chaos,-520364,-525160,-525360,-524960,4796,-4796,0
5517,chaos,-520364,-523330,-523530,-523130,2966,-2966,0
5518,chaos,-520364,-519460,-519660,-519260,904,904,0
5519,chaos,-520364,-516370,-516570,-516170,3994,3994,0
5520,chaos,-520364,-516570,-516770,-516370,3794,3794,0
5521,chaos,-520364,-524250,-524450,-524050,3886,-3886,0
5522,chaos,-520364,-524380,-524580,-524180,4016,-4016,0
5523,chaos,-520364,-523740,-523940,-523540,3376,-3376,0
5524,chaos,-520364,-518360,-518560,-518160,2004,2004,0
5525,chaos,-520364,-519810,-520010,-519610,554,554,0
5526,chaos,-520364,-515370,-515570,-515170,4994,4994,0
5527,chaos,-520364,-520540,-520740,-520340,176,-176,0.55
5528,chaos,-520364,-515660,-515860,-515460,4704,4704,0
5529,chaos,-520364,-519180,-519380,-518980,1184,1184,0
5530,chaos,-520364,-518650,-518850,-518450,1714,1714,0
5531,chaos,-520364,-520580,-520780,-520380,216,-216,0.45
5532,chaos,-520364,-517200,-517400,-517000,3164,3164,0
5533,chaos,-520364,-520020,-520220,-519820,344,344,0.15
5534,chaos,-520364,-522430,-522630,-522230,2066,-2066,0
5535,chaos,-520364,-516970,-517170,-516770,3394,3394,0
5536,chaos,-520364,-518300,-518500,-518100,2064,2064,0
5537,chaos,-520364,-516170,-516370,-515970,4194,4194,0
5538,chaos,-520364,-518290,-518490,-518090,2074,2074,0
5539,chaos,-520364,-519350,-519550,-519150,1014,1014,0
5540,chaos,-520364,-522520,-522720,-522320,2156,-2156,0
5541,chaos,-520364,-523930,-524130,-523730,3566,-3566,0
5542,chaos,-520364,-525160,-525360,-524960,4796,-4796,0
5543,chaos,-520364,-516110,-516310,-515910,4254,4254,0
5544,chaos,-520364,-524760,-524960,-524560,4396,-4396,0
5545,chaos,-520364,-518450,-518650,-518250,1914,1914,0
5546,chaos,-520364,-524390,-524590,-524190,4026,-4026,0
5547,chaos,-520364,-521200,-521400,-521000,836,-836,0
5548,chaos,-520364,-516290,-516490,-516090,4074,4074,0
5549,chaos,-520364,-518080,-518280,-517880,2284,2284,0
5550,chaos,-520364,-517970,-518170,-517770,2394,2394,0
5551,chaos,-520364,-518030,-518230,-517830,2334,2334,0
5552,chaos,-520364,-516820,-517020,-516620,3544,3544,0
5553,chaos,-520364,-522500,-522700,-522300,2136,-2136,0
5554,chaos,-520364,-520200,-520400,-520000,164,164,0.6
5555,chaos,-520364,-517520,-517720,-517320,2844,2844,0
5556,chaos,-520364,-518040,-518240,-517840,2324,2324,0
5557,chaos,-520364,-521560,-521760,-521360,1196,-1196,0
5558,chaos,-520364,-517890,-518090,-517690,2474,2474,0
5559,chaos,-520364,-519350,-519550,-519150,1014,1014,0
5560,chaos,-520364,-523510,-523710,-523310,3146,-3146,0
5561,chaos,-520364,-519240,-519440,-519040,1124,1124,0
5562,chaos,-520364,-517580,-517780,-517380,2784,2784,0
5563,chaos,-520364,-519840,-520040,-519640,524,524,0
5564,chaos,-520364,-522410,-522610,-522210,2046,-2046,0
5565,chaos,-520364,-516730,-516930,-516530,3634,3634,0
5566,chaos,-520364,-523660,-523860,-523460,3296,-3296,0
5567,chaos,-520364,-522850,-523050,-522650,2486,-2486,0
5568,chaos,-520364,-521860,-522060,-521660,1496,-1496,0
5569,chaos,-520364,-521820,-522020,-521620,1456,-1456,0
5570,chaos,-520364,-523270,-523470,-523070,2906,-2906,0
5571,chaos,-520364,-517760,-517960,-517560,2604,2604,0
5572,chaos,-520364,-516220,-516420,-516020,4144,4144,0
5573,chaos,-520364,-520500,-520700,-520300,136,-136,0.65
5574,chaos,-520364,-523550,-523750,-523350,3186,-3186,0
5575,chaos,-520364,-518960,-519160,-518760,1404,1404,0
5576,chaos,-520364,-524960,-525160,-524760,4596,-4596,0
5577,chaos,-520364,-519770,-519970,-519570,594,594,0
5578,chaos,-520364,-519400,-519600,-519200,964,964,0
5579,chaos,-520364,-516510,-516710,-516310,3854,3854,0
5580,chaos,-520364,-518670,-518870,-518470,1694,1694,0
5581,chaos,-520364,-516580,-516780,-516380,3784,3784,0
5582,chaos,-520364,-524400,-524600,-524200,4036,-4036,0
5583,chaos,-520364,-522510,-522710,-522310,2146,-2146,0
5584,chaos,-520364,-516490,-516690,-516290,3874,3874,0
5585,chaos,-520364,-516930,-517130,-516730,3434,3434,0
5586,chaos,-520364,-523360,-523560,-523160,2996,-2996,0
5587,chaos,-520364,-519700,-519900,-519500,664,664,0
5588,chaos,-520364,-519980,-520180,-519780,384,384,0.05
5589,chaos,-520364,-522680,-522880,-522480,2316,-2316,0
5590,chaos,-520364,-518270,-518470,-518070,2094,2094,0
5591,chaos,-520364,-516980,-517180,-516780,3384,3384,0
5592,chaos,-520364,-516820,-517020,-516620,3544,3544,0
5593,chaos,-520364,-523720,-523920,-523520,3356,-3356,0
5594,chaos,-520364,-525330,-525530,-525130,4966,-4966,0
5595,chaos,-520364,-524380,-524580,-524180,4016,-4016,0
5596,chaos,-520364,-516500,-516700,-516300,3864,3864,0
5597,chaos,-520364,-522870,-523070,-522670,2506,-2506,0
5598,chaos,-520364,-523330,-523530,-523130,2966,-2966,0
5599,chaos,-520364,-518380,-518580,-518180,1984,1984,0
5600,chaos,-520364,-518000,-518200,-517800,2364,2364,0
5601,chaos,-520364,-524020,-524220,-523820,3656,-3656,0
5602,chaos,-520364,-522970,-523170,-522770,2606,-2606,0
5603,chaos,-520364,-516050,-516250,-515850,4314,4314,0
5604,chaos,-520364,-525350,-525550,-525150,4986,-4986,0
5605,chaos,-520364,-515830,-516030,-515630,4534,4534,0
5606,chaos,-520364,-519270,-519470,-519070,1094,1094,0
5607,chaos,-520364,-522330,-522530,-522130,1966,-1966,0
5608,chaos,-520364,-524530,-524730,-524330,4166,-4166,0
5609,chaos,-520364,-519280,-519480,-519080,1084,1084,0
5610,chaos,-520364,-520820,-521020,-520620,456,-456,0
5611,chaos,-520364,-522880,-523080,-522680,2516,-2516,0
5612,chaos,-520364,-517490,-517690,-517290,2874,2874,0
5613,chaos,-520364,-523290,-523490,-523090,2926,-2926,0
5614,chaos,-520364,-524180,-524380,-523980,3816,-3816,0
5615,chaos,-520364,-515970,-516170,-515770,4394,4394,0
5616,chaos,-520364,-517740,-517940,-517540,2624,2624,0
5617,chaos,-520364,-524640,-524840,-524440,4276,-4276,0
5618,chaos,-520364,-519710,-519910,-519510,654,654,0
5619,chaos,-520364,-517020,-517220,-516820,3344,3344,0
5620,chaos,-520364,-519060,-519260,-518860,1304,1304,0
5621,chaos,-520364,-518180,-518380,-517980,2184,2184,0
5622,chaos,-520364,-521520,-521720,-521320,1156,-1156,0
5623,chaos,-520364,-524160,-524360,-523960,3796,-3796,0
5624,chaos,-520364,-515630,-515830,-515430,4734,4734,0
5625,chaos,-520364,-524320,-524520,-524120,3956,-3956,0
5626,chaos,-520364,-523390,-523590,-523190,3026,-3026,0
5627,chaos,-520364,-517210,-517410,-517010,3154,3154,0
5628,chaos,-520364,-520430,-520630,-520230,66,-66,0.825
5629,chaos,-520364,-521930,-522130,-521730,1566,-1566,0
5630,chaos,-520364,-515470,-515670,-515270,4894,4894,0
5631,chaos,-520364,-525260,-525460,-525060,4896,-4896,0
5632,chaos,-520364,-518470,-518670,-518270,1894,1894,0
5633,chaos,-520364,-517870,-518070,-517670,2494,2494,0
5634,chaos,-520364,-523010,-523210,-522810,2646,-2646,0
5635,chaos,-520364,-523280,-523480,-523080,2916,-2916,0
5636,chaos,-520364,-522070,-522270,-521870,1706,-1706,0
5637,chaos,-520364,-521970,-522170,-521770,1606,-1606,0
5638,chaos,-520364,-519420,-519620,-519220,944,944,0
5639,chaos,-520364,-524000,-524200,-523800,3636,-3636,0
5640,chaos,-520364,-517240,-517440,-517040,3124,3124,0
5641,chaos,-520364,-521740,-521940,-521540,1376,-1376,0
5642,chaos,-520364,-521740,-521940,-521540,1376,-1376,0
5643,chaos,-520364,-519980,-520180,-519780,384,384,0.05
5644,chaos,-520364,-519710,-519910,-519510,654,654,0
5645,chaos,-520364,-521460,-521660,-521260,1096,-1096,0
5646,chaos,-520364,-524960,-525160,-524760,4596,-4596,0
5647,chaos,-520364,-521170,-521370,-520970,806,-806,0
5648,chaos,-520364,-522020,-522220,-521820,1656,-1656,0
5649,chaos,-520364,-522050,-522250,-521850,1686,-1686,0
5650,chaos,-520364,-522700,-522900,-522500,2336,-2336,0
5651,chaos,-520364,-521580,-521780,-521380,1216,-1216,0
5652,chaos,-520364,-523470,-523670,-523270,3106,-3106,0
5653,chaos,-520364,-523050,-523250,-522850,2686,-2686,0
5654,chaos,-520364,-515480,-515680,-515280,4884,4884,0
5655,chaos,-520364,-521240,-521440,-521040,876,-876,0
5656,chaos,-520364,-521650,-521850,-521450,1286,-1286,0
5657,chaos,-520364,-522480,-522680,-522280,2116,-2116,0
5658,chaos,-520364,-523060,-523260,-522860,2696,-2696,0
5659,chaos,-520364,-520720,-520920,-520520,356,-356,0.1
5660,chaos,-520364,-520900,-521100,-520700,536,-536,0
5661,chaos,-520364,-516650,-516850,-516450,3714,3714,0
5662,chaos,-520364,-519320,-519520,-519120,1044,1044,0
5663,chaos,-520364,-520810,-521010,-520610,446,-446,0
5664,chaos,-520364,-524720,-524920,-524520,4356,-4356,0
5665,chaos,-520364,-519090,-519290,-518890,1274,1274,0
5666,chaos,-520364,-521760,-521960,-521560,1396,-1396,0
